STATE/UT,Year,TYPE,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,TOTAL
ANDHRA PRADESH,2001,Road Accidents,2204,2437,2405,2351,2550,2284,2025,2077,2070,2276,2122,2387,27188
ANDHRA PRADESH,2001,Rail-Road Accidents,47,40,52,50,51,48,55,54,55,72,62,37,623
ANDHRA PRADESH,2001,Other Railway Accidents,43,48,61,71,51,65,59,61,54,62,41,58,674
ANDHRA PRADESH,2001,Total,2294,2525,2518,2472,2652,2397,2139,2192,2179,2410,2225,2482,28485
ANDHRA PRADESH,2002,Road Accidents,2492,2453,2835,2786,3195,2880,2645,2607,2555,2624,2646,2859,32577
ANDHRA PRADESH,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,1,3,0,0,4
ANDHRA PRADESH,2002,Other Railway Accidents,104,97,115,138,112,106,95,93,101,79,87,58,1185
ANDHRA PRADESH,2002,Total,2596,2550,2950,2924,3307,2986,2740,2700,2657,2706,2733,2917,33766
ANDHRA PRADESH,2003,Road Accidents,2783,2569,2870,2635,3265,2924,2657,2934,2767,2881,3037,3215,34537
ANDHRA PRADESH,2003,Rail-Road Accidents,25,18,26,13,32,18,44,36,16,28,19,16,291
ANDHRA PRADESH,2003,Other Railway Accidents,53,49,32,40,43,45,47,38,41,37,32,33,490
ANDHRA PRADESH,2003,Total,2861,2636,2928,2688,3340,2987,2748,3008,2824,2946,3088,3264,35318
ANDHRA PRADESH,2004,Road Accidents,3019,3131,3211,3100,3257,2942,2827,3079,2972,3041,3129,3370,37078
ANDHRA PRADESH,2004,Rail-Road Accidents,11,9,10,9,8,10,9,11,12,12,8,10,119
ANDHRA PRADESH,2004,Other Railway Accidents,44,88,80,90,80,80,84,92,102,84,88,80,992
ANDHRA PRADESH,2004,Total,3074,3228,3301,3199,3345,3032,2920,3182,3086,3137,3225,3460,38189
ANDHRA PRADESH,2005,Road Accidents,3189,3193,3182,3056,3612,3247,2907,3028,2742,2928,2975,3230,37289
ANDHRA PRADESH,2005,Rail-Road Accidents,0,0,1,1,0,1,1,1,0,0,0,1,6
ANDHRA PRADESH,2005,Other Railway Accidents,76,122,133,119,115,137,120,122,121,107,112,106,1390
ANDHRA PRADESH,2005,Total,3265,3315,3316,3176,3727,3385,3028,3151,2863,3035,3087,3337,38685
ANDHRA PRADESH,2006,Road Accidents,3568,3224,3496,3634,3962,3400,3334,3311,3232,3306,3268,3588,41323
ANDHRA PRADESH,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2006,Other Railway Accidents,150,174,170,164,177,176,166,147,160,158,166,150,1958
ANDHRA PRADESH,2006,Total,3718,3398,3666,3798,4139,3576,3500,3458,3392,3464,3434,3738,43281
ANDHRA PRADESH,2007,Road Accidents,3978,3530,3728,3842,4099,3594,3519,3348,3246,3447,3617,3646,43594
ANDHRA PRADESH,2007,Rail-Road Accidents,0,0,0,1,0,0,1,1,0,0,0,0,3
ANDHRA PRADESH,2007,Other Railway Accidents,168,164,175,176,175,180,181,161,178,184,174,158,2074
ANDHRA PRADESH,2007,Total,4146,3694,3903,4019,4274,3774,3701,3510,3424,3631,3791,3804,45671
ANDHRA PRADESH,2008,Road Accidents,3594,3468,3848,3967,3811,3391,3260,3324,3169,3352,3319,3603,42106
ANDHRA PRADESH,2008,Rail-Road Accidents,1,0,2,0,1,1,1,1,1,1,0,2,11
ANDHRA PRADESH,2008,Other Railway Accidents,109,126,143,126,154,215,165,228,157,181,174,167,1945
ANDHRA PRADESH,2008,Total,3704,3594,3993,4093,3966,3607,3426,3553,3327,3534,3493,3772,44062
ANDHRA PRADESH,2009,Road Accidents,3682,3494,3775,3450,4048,3763,3412,3488,3017,3253,3298,3331,42011
ANDHRA PRADESH,2009,Rail-Road Accidents,0,0,0,0,1,2,1,0,0,0,0,0,4
ANDHRA PRADESH,2009,Other Railway Accidents,110,92,113,132,131,112,121,142,110,121,110,108,1402
ANDHRA PRADESH,2009,Total,3792,3586,3888,3582,4180,3877,3534,3630,3127,3374,3408,3439,43417
ANDHRA PRADESH,2010,Road Accidents,3515,3434,3749,3857,3960,3765,3206,3416,3115,3439,3397,3575,42428
ANDHRA PRADESH,2010,Rail-Road Accidents,54,51,52,60,63,62,62,63,62,65,54,42,690
ANDHRA PRADESH,2010,Other Railway Accidents,76,66,63,81,68,82,71,62,89,79,69,67,873
ANDHRA PRADESH,2010,Total,3645,3551,3864,3998,4091,3909,3339,3541,3266,3583,3520,3684,43991
ANDHRA PRADESH,2011,Road Accidents,3540,3195,3584,3396,3916,3793,3237,3106,3067,3398,3442,3392,41066
ANDHRA PRADESH,2011,Rail-Road Accidents,46,51,58,62,69,45,62,52,58,61,48,63,675
ANDHRA PRADESH,2011,Other Railway Accidents,105,105,104,115,141,141,98,114,114,108,121,96,1362
ANDHRA PRADESH,2011,Total,3691,3351,3746,3573,4126,3979,3397,3272,3239,3567,3611,3551,43103
ANDHRA PRADESH,2012,Road Accidents,3347,3390,3693,3589,3250,3187,3160,3177,2893,3205,2985,3468,39344
ANDHRA PRADESH,2012,Rail-Road Accidents,0,2,0,0,0,0,0,1,0,0,0,0,3
ANDHRA PRADESH,2012,Other Railway Accidents,224,208,242,222,228,224,209,206,226,257,205,241,2692
ANDHRA PRADESH,2012,Total,3571,3600,3935,3811,3478,3411,3369,3384,3119,3462,3190,3709,42039
ARUNACHAL PRADESH,2001,Road Accidents,19,17,21,16,19,14,21,14,23,17,30,25,236
ARUNACHAL PRADESH,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Total,19,17,21,16,19,14,21,14,23,17,30,25,236
ARUNACHAL PRADESH,2002,Road Accidents,25,16,21,23,16,19,11,17,18,21,25,23,235
ARUNACHAL PRADESH,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Total,25,16,21,23,16,19,11,17,18,21,25,23,235
ARUNACHAL PRADESH,2003,Road Accidents,16,24,22,13,18,17,19,21,23,18,16,22,229
ARUNACHAL PRADESH,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Total,16,24,22,13,18,17,19,21,23,18,16,22,229
ARUNACHAL PRADESH,2004,Road Accidents,23,24,23,11,15,11,14,8,21,29,17,21,217
ARUNACHAL PRADESH,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Total,23,24,23,11,15,11,14,8,21,29,17,21,217
ARUNACHAL PRADESH,2005,Road Accidents,26,14,29,12,17,20,20,14,19,21,24,21,237
ARUNACHAL PRADESH,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2005,Total,26,14,29,12,17,20,20,14,19,21,24,21,237
ARUNACHAL PRADESH,2006,Road Accidents,14,20,17,19,20,31,11,25,18,25,21,22,243
ARUNACHAL PRADESH,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2006,Total,14,20,17,19,20,31,11,25,18,25,21,22,243
ARUNACHAL PRADESH,2007,Road Accidents,22,20,26,19,25,19,14,15,22,18,11,19,230
ARUNACHAL PRADESH,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2007,Total,22,20,26,19,25,19,14,15,22,18,11,19,230
ARUNACHAL PRADESH,2008,Road Accidents,20,21,18,16,33,24,13,18,27,20,24,27,261
ARUNACHAL PRADESH,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2008,Total,20,21,18,16,33,24,13,18,27,20,24,27,261
ARUNACHAL PRADESH,2009,Road Accidents,20,21,18,16,33,24,13,18,27,20,24,27,261
ARUNACHAL PRADESH,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,Total,20,21,18,16,33,24,13,18,27,20,24,27,261
ARUNACHAL PRADESH,2010,Road Accidents,31,33,20,26,28,23,14,15,18,20,23,29,280
ARUNACHAL PRADESH,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,Total,31,33,20,26,28,23,14,15,18,20,23,29,280
ARUNACHAL PRADESH,2011,Road Accidents,22,24,30,22,29,9,28,22,16,25,15,21,263
ARUNACHAL PRADESH,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,Total,22,24,30,22,29,9,28,22,16,25,15,21,263
ARUNACHAL PRADESH,2012,Road Accidents,17,21,24,16,11,13,20,18,14,16,20,14,204
ARUNACHAL PRADESH,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,Total,17,21,24,16,11,13,20,18,14,16,20,14,204
ASSAM,2001,Road Accidents,141,127,202,173,176,137,140,160,132,140,132,146,1806
ASSAM,2001,Rail-Road Accidents,3,2,1,4,1,1,3,5,1,5,2,2,30
ASSAM,2001,Other Railway Accidents,13,13,20,15,13,20,23,21,24,17,13,21,213
ASSAM,2001,Total,157,142,223,192,190,158,166,186,157,162,147,169,2049
ASSAM,2002,Road Accidents,196,210,185,159,182,163,144,237,180,180,222,185,2243
ASSAM,2002,Rail-Road Accidents,2,0,0,5,1,0,0,2,0,0,0,0,10
ASSAM,2002,Other Railway Accidents,30,21,24,29,21,29,26,22,30,35,33,22,322
ASSAM,2002,Total,228,231,209,193,204,192,170,261,210,215,255,207,2575
ASSAM,2003,Road Accidents,194,143,193,180,169,180,162,167,205,188,180,184,2145
ASSAM,2003,Rail-Road Accidents,2,1,2,0,1,1,1,1,0,0,1,0,10
ASSAM,2003,Other Railway Accidents,36,20,22,29,36,21,29,31,40,35,23,23,345
ASSAM,2003,Total,232,164,217,209,206,202,192,199,245,223,204,207,2500
ASSAM,2004,Road Accidents,183,172,170,160,176,168,118,170,157,167,182,179,2002
ASSAM,2004,Rail-Road Accidents,3,6,2,0,2,3,3,2,1,2,2,1,27
ASSAM,2004,Other Railway Accidents,21,29,41,51,42,31,20,42,34,11,40,10,372
ASSAM,2004,Total,207,207,213,211,220,202,141,214,192,180,224,190,2401
ASSAM,2005,Road Accidents,307,334,317,287,306,308,297,354,286,311,287,262,3656
ASSAM,2005,Rail-Road Accidents,4,2,3,2,4,3,4,2,4,4,9,6,47
ASSAM,2005,Other Railway Accidents,18,31,26,23,27,25,34,33,27,28,26,20,318
ASSAM,2005,Total,329,367,346,312,337,336,335,389,317,343,322,288,4021
ASSAM,2006,Road Accidents,297,333,365,318,363,352,370,289,335,325,378,355,4080
ASSAM,2006,Rail-Road Accidents,10,5,11,8,4,11,7,15,4,3,4,8,90
ASSAM,2006,Other Railway Accidents,38,33,41,31,33,32,38,34,39,50,40,41,450
ASSAM,2006,Total,345,371,417,357,400,395,415,338,378,378,422,404,4620
ASSAM,2007,Road Accidents,383,358,392,395,375,331,299,305,296,308,275,278,3995
ASSAM,2007,Rail-Road Accidents,9,4,2,6,4,4,4,2,3,2,1,1,42
ASSAM,2007,Other Railway Accidents,12,13,22,16,31,25,13,25,32,20,17,21,247
ASSAM,2007,Total,404,375,416,417,410,360,316,332,331,330,293,300,4284
ASSAM,2008,Road Accidents,375,381,399,363,339,326,371,370,344,308,346,340,4262
ASSAM,2008,Rail-Road Accidents,8,5,2,3,1,0,1,2,0,0,1,0,23
ASSAM,2008,Other Railway Accidents,15,18,25,22,22,36,59,18,25,22,15,26,303
ASSAM,2008,Total,398,404,426,388,362,362,431,390,369,330,362,366,4588
ASSAM,2009,Road Accidents,388,385,400,377,394,376,393,331,387,405,367,382,4585
ASSAM,2009,Rail-Road Accidents,14,6,4,6,6,4,7,6,8,6,7,17,91
ASSAM,2009,Other Railway Accidents,37,32,32,30,41,37,33,50,48,26,29,30,425
ASSAM,2009,Total,439,423,436,413,441,417,433,387,443,437,403,429,5101
ASSAM,2010,Road Accidents,418,450,496,452,396,416,455,454,504,525,451,468,5485
ASSAM,2010,Rail-Road Accidents,3,0,3,3,6,3,4,1,1,0,1,2,27
ASSAM,2010,Other Railway Accidents,28,35,42,36,39,46,35,36,39,41,37,27,441
ASSAM,2010,Total,449,485,541,491,441,465,494,491,544,566,489,497,5953
ASSAM,2011,Road Accidents,554,545,607,515,518,557,502,515,532,551,590,583,6569
ASSAM,2011,Rail-Road Accidents,6,2,4,4,4,2,3,1,2,0,0,1,29
ASSAM,2011,Other Railway Accidents,28,28,39,45,41,54,41,29,42,53,45,37,482
ASSAM,2011,Total,588,575,650,564,563,613,546,545,576,604,635,621,7080
ASSAM,2012,Road Accidents,590,599,605,601,567,536,486,458,418,544,543,588,6535
ASSAM,2012,Rail-Road Accidents,3,3,1,3,1,3,2,3,1,5,0,4,29
ASSAM,2012,Other Railway Accidents,37,44,38,28,31,46,48,49,61,36,48,34,500
ASSAM,2012,Total,630,646,644,632,599,585,536,510,480,585,591,626,7064
BIHAR,2001,Road Accidents,325,361,474,336,528,417,329,336,317,289,317,305,4334
BIHAR,2001,Rail-Road Accidents,18,15,17,24,25,22,20,17,21,18,21,23,241
BIHAR,2001,Other Railway Accidents,42,43,45,49,60,58,55,41,48,48,41,39,569
BIHAR,2001,Total,385,419,536,409,613,497,404,394,386,355,379,367,5144
BIHAR,2002,Road Accidents,380,366,401,391,560,477,362,303,227,290,326,289,4372
BIHAR,2002,Rail-Road Accidents,16,16,25,19,28,20,22,30,32,18,27,20,273
BIHAR,2002,Other Railway Accidents,41,33,47,43,52,52,54,72,58,44,41,63,600
BIHAR,2002,Total,437,415,473,453,640,549,438,405,317,352,394,372,5245
BIHAR,2003,Road Accidents,337,340,368,359,440,429,326,241,255,263,258,286,3902
BIHAR,2003,Rail-Road Accidents,1,0,0,0,0,0,0,0,0,0,0,0,1
BIHAR,2003,Other Railway Accidents,56,57,44,73,88,73,79,69,83,59,66,56,803
BIHAR,2003,Total,394,397,412,432,528,502,405,310,338,322,324,342,4706
BIHAR,2004,Road Accidents,296,349,407,308,413,392,253,258,320,290,297,307,3890
BIHAR,2004,Rail-Road Accidents,11,9,8,12,9,9,10,9,7,8,8,11,111
BIHAR,2004,Other Railway Accidents,48,43,59,64,63,74,77,64,75,72,59,54,752
BIHAR,2004,Total,355,401,474,384,485,475,340,331,402,370,364,372,4753
BIHAR,2005,Road Accidents,262,254,354,340,463,381,310,263,241,255,301,322,3746
BIHAR,2005,Rail-Road Accidents,10,10,18,13,20,23,16,11,18,14,21,15,189
BIHAR,2005,Other Railway Accidents,53,56,55,84,55,95,79,61,54,57,54,63,766
BIHAR,2005,Total,325,320,427,437,538,499,405,335,313,326,376,400,4701
BIHAR,2006,Road Accidents,306,348,395,389,439,386,363,341,320,381,380,334,4382
BIHAR,2006,Rail-Road Accidents,11,11,14,18,12,24,19,22,11,14,16,15,187
BIHAR,2006,Other Railway Accidents,91,78,82,93,135,104,90,103,117,127,116,94,1230
BIHAR,2006,Total,408,437,491,500,586,514,472,466,448,522,512,443,5799
BIHAR,2007,Road Accidents,443,464,505,518,635,551,438,375,347,427,484,444,5631
BIHAR,2007,Rail-Road Accidents,0,1,1,1,1,0,1,0,0,0,1,0,6
BIHAR,2007,Other Railway Accidents,82,92,96,105,135,120,114,97,121,139,128,90,1319
BIHAR,2007,Total,525,557,602,624,771,671,553,472,468,566,613,534,6956
BIHAR,2008,Road Accidents,447,485,612,583,621,529,441,465,422,487,591,497,6180
BIHAR,2008,Rail-Road Accidents,1,1,1,1,0,0,1,0,2,0,0,0,7
BIHAR,2008,Other Railway Accidents,66,80,106,92,93,100,111,115,121,128,106,79,1197
BIHAR,2008,Total,514,566,719,676,714,629,553,580,545,615,697,576,7384
BIHAR,2009,Road Accidents,543,706,754,595,925,911,712,592,574,634,699,721,8366
BIHAR,2009,Rail-Road Accidents,2,3,5,10,2,2,3,3,5,3,5,5,48
BIHAR,2009,Other Railway Accidents,57,75,120,112,113,111,100,116,85,92,76,77,1134
BIHAR,2009,Total,602,784,879,717,1040,1024,815,711,664,729,780,803,9548
BIHAR,2010,Road Accidents,610,698,722,650,833,1034,723,689,546,606,665,665,8441
BIHAR,2010,Rail-Road Accidents,3,4,5,9,0,8,4,2,3,1,0,4,43
BIHAR,2010,Other Railway Accidents,72,85,83,126,105,119,128,119,106,117,78,86,1224
BIHAR,2010,Total,685,787,810,785,938,1161,855,810,655,724,743,755,9708
BIHAR,2011,Road Accidents,750,808,964,737,964,880,769,644,618,759,773,689,9355
BIHAR,2011,Rail-Road Accidents,3,0,0,1,2,0,1,1,0,0,0,2,10
BIHAR,2011,Other Railway Accidents,125,111,146,142,172,166,178,169,145,180,169,128,1831
BIHAR,2011,Total,878,919,1110,880,1138,1046,948,814,763,939,942,819,11196
BIHAR,2012,Road Accidents,799,905,915,1027,909,1003,822,787,728,763,837,825,10320
BIHAR,2012,Rail-Road Accidents,23,18,22,17,21,22,23,14,27,22,32,23,264
BIHAR,2012,Other Railway Accidents,104,110,94,99,124,113,128,135,132,110,107,110,1366
BIHAR,2012,Total,926,1033,1031,1143,1054,1138,973,936,887,895,976,958,11950
CHHATTISGARH,2001,Road Accidents,428,385,403,448,504,425,367,371,400,425,393,438,4987
CHHATTISGARH,2001,Rail-Road Accidents,0,2,1,2,1,0,0,0,0,1,1,0,8
CHHATTISGARH,2001,Other Railway Accidents,17,13,25,29,24,26,21,19,23,25,25,23,270
CHHATTISGARH,2001,Total,445,400,429,479,529,451,388,390,423,451,419,461,5265
CHHATTISGARH,2002,Road Accidents,477,439,522,511,584,468,434,444,448,515,453,506,5801
CHHATTISGARH,2002,Rail-Road Accidents,1,0,1,1,0,0,1,0,0,0,0,0,4
CHHATTISGARH,2002,Other Railway Accidents,28,15,35,31,26,48,30,25,38,30,26,34,366
CHHATTISGARH,2002,Total,506,454,558,543,610,516,465,469,486,545,479,540,6171
CHHATTISGARH,2003,Road Accidents,649,565,589,647,629,613,586,524,501,595,543,582,7023
CHHATTISGARH,2003,Rail-Road Accidents,3,5,2,3,5,6,5,7,2,5,6,4,53
CHHATTISGARH,2003,Other Railway Accidents,16,28,31,47,44,33,27,31,38,35,21,35,386
CHHATTISGARH,2003,Total,668,598,622,697,678,652,618,562,541,635,570,621,7462
CHHATTISGARH,2004,Road Accidents,553,532,534,586,592,501,409,437,439,532,483,477,6075
CHHATTISGARH,2004,Rail-Road Accidents,8,18,12,7,11,9,14,10,10,5,6,8,118
CHHATTISGARH,2004,Other Railway Accidents,18,24,24,28,26,30,33,31,32,25,29,30,330
CHHATTISGARH,2004,Total,579,574,570,621,629,540,456,478,481,562,518,515,6523
CHHATTISGARH,2005,Road Accidents,472,513,537,513,566,530,558,421,435,496,483,472,5996
CHHATTISGARH,2005,Rail-Road Accidents,2,3,4,9,7,11,6,9,2,6,1,7,67
CHHATTISGARH,2005,Other Railway Accidents,26,28,20,45,43,31,42,38,50,30,30,33,416
CHHATTISGARH,2005,Total,500,544,561,567,616,572,606,468,487,532,514,512,6479
CHHATTISGARH,2006,Road Accidents,624,611,607,631,710,598,534,534,507,575,607,573,7111
CHHATTISGARH,2006,Rail-Road Accidents,1,1,4,5,1,2,5,5,3,3,5,4,39
CHHATTISGARH,2006,Other Railway Accidents,33,32,35,45,47,47,33,39,40,38,39,34,462
CHHATTISGARH,2006,Total,658,644,646,681,758,647,572,578,550,616,651,611,7612
CHHATTISGARH,2007,Road Accidents,787,632,638,729,701,630,619,544,642,660,599,656,7837
CHHATTISGARH,2007,Rail-Road Accidents,0,3,3,3,0,0,1,1,0,1,1,2,15
CHHATTISGARH,2007,Other Railway Accidents,36,30,41,30,57,42,47,42,44,38,46,40,493
CHHATTISGARH,2007,Total,823,665,682,762,758,672,667,587,686,699,646,698,8345
CHHATTISGARH,2008,Road Accidents,773,712,746,859,848,704,659,589,706,783,655,735,8769
CHHATTISGARH,2008,Rail-Road Accidents,3,2,1,3,3,3,3,3,2,1,1,1,26
CHHATTISGARH,2008,Other Railway Accidents,45,38,39,52,45,33,48,50,41,45,31,36,503
CHHATTISGARH,2008,Total,821,752,786,914,896,740,710,642,749,829,687,772,9298
CHHATTISGARH,2009,Road Accidents,721,689,643,689,710,670,639,595,617,642,659,639,7913
CHHATTISGARH,2009,Rail-Road Accidents,10,12,9,7,8,12,3,8,3,6,5,6,89
CHHATTISGARH,2009,Other Railway Accidents,36,40,38,38,52,33,41,39,51,38,28,25,459
CHHATTISGARH,2009,Total,767,741,690,734,770,715,683,642,671,686,692,670,8461
CHHATTISGARH,2010,Road Accidents,670,627,671,652,705,612,655,606,605,684,655,660,7802
CHHATTISGARH,2010,Rail-Road Accidents,51,50,55,53,53,54,52,50,51,48,52,48,617
CHHATTISGARH,2010,Other Railway Accidents,38,37,37,32,51,56,58,53,51,51,58,41,563
CHHATTISGARH,2010,Total,759,714,763,737,809,722,765,709,707,783,765,749,8982
